[OpenGL Error] (1282) glUseProgram(m_program) c:\users\karolina\desktop\skinning\collision-detection\enginevideogames\enginevideogames\shader.cpp 54
Warning: uniform 'lightColor' doesn't exist!
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
depth 1
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
7,3
7,4
7,5
